Header,Price,Artist,Dimensions,Specifications,Imgs
Play more God,7371,Arturo Prins,100 x 100 cm,2003 • España • Óleo en Lienzo,"['https://www.singulart.com/images/artworks/v2/cropped/12529/main/zoom/1302565_f3a0ffdc499588dd3ae67a20fcb24202.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/12529/alts/zoom/alt_1302565_cdfe75eaac9417339c4ed53cff86167b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/12529/main/zoom/1302565_f3a0ffdc499588dd3ae67a20fcb24202.jpeg']"
Nueva vida 2,6650,Elena Barón,80 x 130 cm,"2024 • España • Acrílico, Dorados en Lienzo","['https://www.singulart.com/images/artworks/v2/cropped/4587/main/zoom/1919294_b78f11999ec7211753908093aef1de7b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4587/alts/zoom/alt_1919294_7b773e0ead2324f93f619408543bb6d9.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4587/alts/zoom/alt_1919294_738156439103b28d6bfe873325c012ed.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4587/alts/zoom/alt_1919294_f864d0f967cdd450d6b78b8f540191e7.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4587/alts/zoom/alt_1919294_68c25e9366c79872df1159abc752afe5.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4587/alts/zoom/alt_1919294_e68bd5d89cba483b0522aec346df1e23.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4587/alts/zoom/alt_1919294_ede4e6665be20aca0f79c0d84017831a.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4587/alts/zoom/alt_1919294_52cf5bdfbf98e4acf48e514d588b260f.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4587/alts/zoom/alt_1919294_25cc78c20a57576f753acffc3672ad5d.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4587/alts/zoom/alt_1919294_9e28398187bf9536af7a781178f2fda6.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4587/alts/zoom/alt_1919294_0e4f50bbcce0413ee72b6b19dd179d0e.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4587/alts/zoom/alt_1919294_78d25b5a75da132a6062cfa4c33f8a0a.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4587/alts/zoom/alt_1919294_361c332ed539f03b732973fa30fe75d4.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4587/alts/zoom/alt_1919294_c7229433ce2a89db0014ca0e9777cf6b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4587/alts/zoom/alt_1919294_b66f666600bc0b9e45002f6b4e5968bc.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4587/alts/zoom/alt_1919294_0c5afe7bad122407336590293049994c.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4587/alts/zoom/alt_1919294_91e078ed59ce8976681a2ce56788e788.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4587/alts/zoom/alt_1919294_bbf6f3bd5629c56cf6de4ab2591742a8.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4587/alts/zoom/alt_1919294_6a58cd32d4c38db69e2659c8a04b047b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4587/alts/zoom/alt_1919294_405026a7fac7e702143b0a825261a1ae.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4587/alts/zoom/alt_1919294_9e1be9d685dcf11da2db179cc4f4a44d.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4587/alts/zoom/alt_1919294_65d9d8ea07e58b121f007267422c129b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4587/alts/zoom/alt_1919294_358f874fca941417e465b8cc4b258c4d.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4587/alts/zoom/alt_1919294_3bfca883a191f3641dfa393327b4c72c.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4587/alts/zoom/alt_1919294_af48a63fde3bd6bf6c272eba86403f45.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4587/alts/zoom/alt_1919294_95e1fa7af63587aadf43f3f2453bd979.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4587/alts/zoom/alt_1919294_561ac0ebda0e01fc254a97b90acb8352.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4587/alts/zoom/alt_1919294_fa923d345bfc71182ba3a1c85d8c7b0b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4587/main/zoom/1919294_b78f11999ec7211753908093aef1de7b.jpeg']"
REACCIÓN-ARTE,6293,GUIL,49(L)x110(A)x15(P)cm,"2017 • España • Aluminio en Metal , Metal Con pedestal","['https://www.singulart.com/images/artworks/v2/cutout/30593/main/zoom/1334489_54df47760379ce1deabaae167541ab23.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/30593/alts/zoom/alt_1334489_cd9300cca7a0322e4e98023e19b812d8.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/30593/alts/zoom/alt_1334489_a98cdc37a625110ce6e0008ca262c7a3.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/30593/alts/zoom/alt_1334489_09bcde61438b813ba4948e5fc92cb5a6.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/30593/alts/zoom/alt_1334489_5ce207ecdf8b145bad541f6086ff812c.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/30593/alts/zoom/alt_1334489_e3f1eaf219677e70e515d04f3a4a2844.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/30593/alts/zoom/alt_1334489_c9e16842b114753ccc3d99b3ecfc74ff.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/30593/alts/zoom/alt_1334489_2f58c6e233034cd36c65bfed2ef0ecf3.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/30593/alts/zoom/alt_1334489_80cece5b768edf4132e15463afc57a24.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/30593/alts/zoom/alt_1334489_4fa5d7e5dfe97fd8fa04342881e07e89.jpeg', 'https://www.singulart.com/images/artworks/v2/cutout/30593/main/zoom/1334489_54df47760379ce1deabaae167541ab23.jpeg']"
Oleaje del Atlántico 16:22,10000,Javier Torices,81 x 110 cm,2024 • España • Acrílico en Madera,"['https://www.singulart.com/images/artworks/v2/cropped/3197/main/zoom/2220941_17272725a18b7c1830fdcfbc99e624b9.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/3197/alts/zoom/alt_2220941_f1c56c736eb0419ecc5366c24f3dc013.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/3197/alts/zoom/alt_2220941_79025a4a26af8818a10dd6bdc56aee9a.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/3197/alts/zoom/alt_2220941_f5b1ad729a6ba58a1f4719b7f428ba93.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/3197/alts/zoom/alt_2220941_b51635fd39dbfe56cd157d0d0d93de07.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/3197/alts/zoom/alt_2220941_6a66dc5d84d3f2c7c9b3e5b3fb5c1fd9.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/3197/alts/zoom/alt_2220941_2346fe2c301edb1b77a259cf8f8cf3f3.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/3197/alts/zoom/alt_2220941_c8c429ccc1cbaba55aba868be597b2ee.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/3197/alts/zoom/alt_2220941_1006b9274618cc8d87c97b04c776ba3f.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/3197/alts/zoom/alt_2220941_f3bf4a7f64b5fc485f71f8b318240943.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/3197/alts/zoom/alt_2220941_f6b45ff20d8108281384c64ccd7fa911.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/3197/main/zoom/2220941_17272725a18b7c1830fdcfbc99e624b9.jpeg']"
LOOKING FOR THE SUMMER,7357,Valeriano CORTÁZAR,100 x 81 cm,2024 • España • Acrílico en Lienzo,"['https://www.singulart.com/images/artworks/v2/cropped/16771/main/zoom/2092094_9629f20eb48d837a1f26035bb7487fbb.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/16771/alts/zoom/alt_2092094_f5f668d7e2eb812006ac603840b194a7.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/16771/alts/zoom/alt_2092094_c9ab2fb09b304234cfb69da86447ecdf.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/16771/alts/zoom/alt_2092094_d10df7b8e548944d6453f0b31cfcbd5a.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/16771/alts/zoom/alt_2092094_e8a550a6eda5b011aa0f0ec643b12b9a.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/16771/alts/zoom/alt_2092094_fc9a5a10349bdd45face92cf1234d5d7.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/16771/alts/zoom/alt_2092094_a13042cbc3b1596d28ce7d4132e84105.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/16771/alts/zoom/alt_2092094_5a75bbe0bf4491feb44afc44b2191530.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/16771/alts/zoom/alt_2092094_5e9b3f38abba371ec06e1f20a5723f94.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/16771/alts/zoom/alt_2092094_c7660f3888060ec2e739ff8237ea8cf2.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/16771/alts/zoom/alt_2092094_5c1df0f8ca348a6f3cd2b539b5244e76.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/16771/alts/zoom/alt_2092094_72b7c50b1ff9ac3b6bda80f14e2a9c9c.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/16771/alts/zoom/alt_2092094_03580b4fae3f7608e73e00cd1b5a9c7a.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/16771/main/zoom/2092094_9629f20eb48d837a1f26035bb7487fbb.jpeg']"
Terre Promise,7860,myriam de LAFFOREST,30(L)x50(A)x15(P)cm,2022 • España,"['https://www.singulart.com/images/artworks/v2/cutout/28223/main/zoom/1654254_2174564272a7119d2c5a1a882735222c.png', 'https://www.singulart.com/images/artworks/v2/cropped/28223/alts/zoom/alt_1654254_b954980a6c859cc953a649c3642f67df.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/28223/alts/zoom/alt_1654254_2d90eb62a12be704d0038d8dd788ad31.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/28223/alts/zoom/alt_1654254_0c874c07c3f977d60d15e7d25a9dbd67.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/28223/alts/zoom/alt_1654254_702a5a091764e86618f12b1104291aeb.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/28223/alts/zoom/alt_1654254_7ca6f456bc8508d828f83a71b66ca561.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/28223/alts/zoom/alt_1654254_ceaaa0689affc5fb07b54af32b532ff7.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/28223/alts/zoom/alt_1654254_6022ead61420368a366fb14e1a8795b7.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/28223/alts/zoom/alt_1654254_adc802b26894ef83fc15dcf8c4988928.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/28223/alts/zoom/alt_1654254_c8ca18bc8455ebbc122c20fa3571603b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/28223/alts/zoom/alt_1654254_ba8fa46cf38b4602ac6ba02f302f9066.jpeg', 'https://www.singulart.com/images/artworks/v2/cutout/28223/main/zoom/1654254_2174564272a7119d2c5a1a882735222c.png']"
Féminité blindée,9674,Isabelle Fournet,77 x 77 cm,"2023 • España • Híbrido en Plexiglás , Plexiglás under plexiglas","['https://www.singulart.com/images/artworks/v2/cropped/4705/main/zoom/1787225_8a7167de22436bf0c7efa00c5ce2871d.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4705/alts/zoom/alt_1787225_95b2b063e0d0cb13ad26ffbb7e070ec3.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4705/alts/zoom/alt_1787225_ef7ad91cb7cc9907a9cf8a86342b3b14.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4705/alts/zoom/alt_1787225_f233c62dfe40f084f4a4968ec0c40ca9.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4705/alts/zoom/alt_1787225_1ceeecd4c05a7e5fee97f4faa736fd2b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4705/alts/zoom/alt_1787225_6e30a86504bc7867ba83b7af21dcfc0a.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4705/alts/zoom/alt_1787225_7cf286c7b4f9b063253850e150ab7a44.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4705/alts/zoom/alt_1787225_8a7167de22436bf0c7efa00c5ce2871d.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4705/alts/zoom/alt_1787225_48f21a53d645155b623480fa2423301c.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4705/main/zoom/1787225_8a7167de22436bf0c7efa00c5ce2871d.jpeg']"
B.B.KING.,9470,Roman Nogin,77 x 102 cm,2020 • España • Óleo en Lienzo,"['https://www.singulart.com/images/artworks/v2/cropped/2125/main/zoom/626739_e7eb9562daa40451ef5aaf659cfc6057.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/2125/alts/zoom/alt_626739_38e2ee9c37c89281dcb5c4b6ea894388.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/2125/alts/zoom/alt_626739_279fb5b6ac82c972d65e94c11c5ca6bb.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/2125/alts/zoom/alt_626739_9ebb380718151d2d3353122c805252cf.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/2125/alts/zoom/alt_626739_e2835dfea56d02e77f227fba70efd398.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/2125/alts/zoom/alt_626739_c606713355aa1548e206ce1ecf7d6085.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/2125/alts/zoom/alt_626739_2e220f53b8420f3ae049f165cd0d553f.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/2125/alts/zoom/alt_626739_7f16513081b9c7027107656ab7756cb0.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/2125/alts/zoom/alt_626739_4e3d4bfee19b6819183f594020c48721.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/2125/alts/zoom/alt_626739_43846ec4e2e1ec7037ee8a875fcabc31.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/2125/main/zoom/626739_e7eb9562daa40451ef5aaf659cfc6057.jpeg']"
EQUILIBRIUM VII,8980,Tomasa Martín,180 x 60 cm,"2022 • España • Acrílico, Óleo en Lino","['https://www.singulart.com/images/artworks/v2/cropped/1200/main/zoom/1808065_c50dd198319affea5289f478c26bddbc.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/1200/alts/zoom/alt_1808065_984b790544bc7b1ccce3cdcd96ec7da5.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/1200/alts/zoom/alt_1808065_9d5286779927e108f9f37db0eb25c1d3.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/1200/alts/zoom/alt_1808065_de34df6976098f736c5bcf3f0a2328e5.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/1200/alts/zoom/alt_1808065_ee908f152cec34186ecc3bd6a98cca1c.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/1200/alts/zoom/alt_1808065_836bf90aed99e4d9fa624af86e385cff.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/1200/main/zoom/1808065_c50dd198319affea5289f478c26bddbc.jpeg']"
Pegaso,5495,Fernando Suárez Escobar,36(L)x34(A)x14(P)cm,2016 • España,"['https://www.singulart.com/images/artworks/v2/cutout/18307/main/zoom/639883_3c8999310536dee6ec1cdeb6b93de3a8.png', 'https://www.singulart.com/images/artworks/v2/cropped/18307/alts/zoom/alt_639883_9043b018ff79fac23fdab8c3b8b2a331.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/18307/alts/zoom/alt_639883_a7864b40a20641254eb09d52ec72bf75.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/18307/alts/zoom/alt_639883_a58b1cbb743f81625065605267ee5ecb.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/18307/alts/zoom/alt_639883_06eacfeaf89faf975f5ba9d81edfb939.jpeg', 'https://www.singulart.com/images/artworks/v2/cutout/18307/main/zoom/639883_3c8999310536dee6ec1cdeb6b93de3a8.png']"
Mona Lisa 2023,5915,Natalya Gripas,120 x 80 cm,2023 • España • Acrílico en Lienzo,"['https://www.singulart.com/images/artworks/v2/cropped/49820/main/zoom/2004411_9dd5f750d765c653c0b31b3fe0c4dcd1.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/49820/alts/zoom/alt_2004411_e5b8ba65ce47b49a1602260845b1a7f1.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/49820/alts/zoom/alt_2004411_b3f8e630ad941eec7ddbeed08d6d2bd5.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/49820/alts/zoom/alt_2004411_49ee66e4fa6412129b2e40b455d158c9.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/49820/alts/zoom/alt_2004411_2319073b7bc0786bb402f4e883fefe2a.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/49820/alts/zoom/alt_2004411_621abcba40bf8ce741f9287a035f8ace.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/49820/alts/zoom/alt_2004411_f031f90f73bf9e6ac7b2552d93a10a03.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/49820/alts/zoom/alt_2004411_0b17bdbdb79d5debd24e6ac133fad1d6.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/49820/main/zoom/2004411_9dd5f750d765c653c0b31b3fe0c4dcd1.jpeg']"
ARRIBA Y ABAJO,9250,Fernando Suárez Reguera,80(L)x147(A)x25(P)cm,2019 • España,"['https://www.singulart.com/images/artworks/v2/cutout/18273/main/zoom/617413_0946fb5cf71da077765874fd1c6bd39b.png', 'https://www.singulart.com/images/artworks/v2/cropped/18273/alts/zoom/alt_617413_a6cba8139de0d271eb7dc37ecce47c64.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/18273/alts/zoom/alt_617413_0cbdca4c884bed61dcba87b51b2c4709.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/18273/alts/zoom/alt_617413_4092565768382be7ad6f85496e0486fa.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/18273/alts/zoom/alt_617413_0091e5b93ffe763bdd239a5cc8a96457.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/18273/alts/zoom/alt_617413_7df41a00aa3ccfd8238768f4fdba2634.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/18273/alts/zoom/alt_617413_5ba4e18f523e53a922b73a0e6b87f938.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/18273/alts/zoom/alt_617413_fe7fa9f96ab9e965ed3b9a188ad985b3.jpeg', 'https://www.singulart.com/images/artworks/v2/cutout/18273/main/zoom/617413_0946fb5cf71da077765874fd1c6bd39b.png']"
Queer,5558,Jordi Machí,100 x 100 cm,2021 • España • Acrílico en Lienzo,"['https://www.singulart.com/images/artworks/v2/cropped/1035/main/zoom/1291947_3f54189c4048d017f0afcbc75f2e930d.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/1035/main/zoom/1291947_3f54189c4048d017f0afcbc75f2e930d.jpeg']"
Al fin te encuentro,6300,Angel Santiago Plata,140 x 320 cm,2018 • España • Acrílico en Lienzo,"['https://www.singulart.com/images/artworks/v2/cropped/69429/main/zoom/2309178_89742c9577d8cd58b47f111cc2969df1.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/69429/main/zoom/2309178_89742c9577d8cd58b47f111cc2969df1.jpeg']"
Night Shaman,9700,GAD,38(L)x168(A)x50(P)cm,2023 • Francia,"['https://www.singulart.com/images/artworks/v2/cutout/69448/main/zoom/2310765_a71b990b76259242546c9314b81589da.png', 'https://www.singulart.com/images/artworks/v2/cropped/69448/alts/zoom/alt_2310765_e6742a6fab6a726b07cb3b4d43a4ba5f.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/69448/alts/zoom/alt_2310765_da8187ed5892f6fb90dbf08b54a127c3.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/69448/alts/zoom/alt_2310765_e2a435780a5224a240405ec75a5239d2.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/69448/alts/zoom/alt_2310765_57487a672a842bc41cbc695ff09ccd3c.jpeg', 'https://www.singulart.com/images/artworks/v2/cutout/69448/main/zoom/2310765_a71b990b76259242546c9314b81589da.png']"
Organic abstraction,7623,Roberto Canduela,59(L)x158(A)x45(P)cm,2021 • España,"['https://www.singulart.com/images/artworks/v2/cutout/4525/main/zoom/1182665_29124e2cafc6c0adb60038010d9c498c.png', 'https://www.singulart.com/images/artworks/v2/cropped/4525/alts/zoom/alt_1182665_3ceb4f720e0b478722bae95f61f5702c.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4525/alts/zoom/alt_1182665_aafd46d34bcf8504cbd255466915659b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4525/alts/zoom/alt_1182665_6c311c5f224b2b111ddf776f70d17404.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4525/alts/zoom/alt_1182665_c570c7e66e50e6998213ffb919f75471.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4525/alts/zoom/alt_1182665_1576b07c01eb1b7ce81d581d6ab5be69.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4525/alts/zoom/alt_1182665_9c68696d104406de36a0d5a8b6631620.jpeg', 'https://www.singulart.com/images/artworks/v2/cutout/4525/main/zoom/1182665_29124e2cafc6c0adb60038010d9c498c.png']"
Street seller in Agra,15190,Alex Hook Krioutchkov,130 x 81 cm,2009 • España • Óleo en Lienzo,"['https://www.singulart.com/images/artworks/v2/cropped/20339/main/zoom/660537_fb018340c5ee658bc13db04c1734b77d.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/20339/alts/zoom/alt_660537_7a53436e8752685a8623c92805f34f38.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/20339/alts/zoom/alt_660537_60e68ac737ee329f75a5a129d295554b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/20339/alts/zoom/alt_660537_e6100322a48c913fe610a062ec1ca60f.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/20339/alts/zoom/alt_660537_2353e47341e9a18b5ec055c5fe54ae75.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/20339/alts/zoom/alt_660537_2dfa5ebae60f55bf82b9534a13b8de7f.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/20339/alts/zoom/alt_660537_f5fde594ea696be365f9b56a8b66c056.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/20339/alts/zoom/alt_660537_333ce1fe5af5a4f9c59607b98edd7755.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/20339/alts/zoom/alt_660537_f1067e6a18257611e86875afef638603.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/20339/main/zoom/660537_fb018340c5ee658bc13db04c1734b77d.jpeg']"
Viaje Descifrado,16124,Magdalena F. Merino,80(L)x250(A)x70(P)cm,2015 • España,"['https://www.singulart.com/images/artworks/v2/cutout/13623/main/zoom/1889541_e418cbaa68a849a6d8b2e6221d815347.png', 'https://www.singulart.com/images/artworks/v2/cropped/13623/alts/zoom/alt_1889541_6ca76f3ecc2d720aabd3aa922c2cd744.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/13623/alts/zoom/alt_1889541_909bd180403f6452ee8ee09654ab3cd5.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/13623/alts/zoom/alt_1889541_8278b23f45711e85ece5d88e1ba32708.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/13623/alts/zoom/alt_1889541_ce99a50fd166f8c2c91adb6a48af21cb.jpeg', 'https://www.singulart.com/images/artworks/v2/cutout/13623/main/zoom/1889541_e418cbaa68a849a6d8b2e6221d815347.png']"
green pond,5922,José Antonio Castro-Muñiz,100 x 100 cm,2021 • España • Acrílico en Madera,"['https://www.singulart.com/images/artworks/v2/cropped/28381/main/zoom/1201121_4d6a96572df370c8408ac5b222ceb505.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/28381/main/zoom/1201121_4d6a96572df370c8408ac5b222ceb505.jpeg']"
Silbernes Licht,9510,Sergej Sologub,100 x 120 cm,2024 • Alemania • Óleo en Lienzo,"['https://www.singulart.com/images/artworks/v2/cropped/984/main/zoom/2074487_8b37d45aea8c09b536e298b277f51062.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/984/alts/zoom/alt_2074487_ae5cf9103068fb2b79638376bc900a2e.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/984/alts/zoom/alt_2074487_ae96ecdf4f598631fdfd7a8d354e64e4.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/984/alts/zoom/alt_2074487_db83f3ce8df41d5f6b7646ce3896a6c2.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/984/alts/zoom/alt_2074487_0165b1b5c4b7bfd2203391c01afb996a.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/984/alts/zoom/alt_2074487_643a82554ff61831e717057f72ea2e37.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/984/alts/zoom/alt_2074487_a117dfa04c5a1d7974774bd9fc247f9b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/984/alts/zoom/alt_2074487_b86ef132b49b6a46cc6377cb17fbbdb0.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/984/alts/zoom/alt_2074487_31ee081f3b4b4f71d222b59073ecdc21.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/984/alts/zoom/alt_2074487_52e880c63b91c8722979b5d1ceaef274.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/984/main/zoom/2074487_8b37d45aea8c09b536e298b277f51062.jpeg']"
"Serie Mallorca, Plate V",13040,Joan Miró,70 x 86 cm,1973 • España • Litografía en Papel,"['https://www.singulart.com/images/artworks/v2/cropped/49770/main/zoom/1937235_cc923d64d662e138110d699cc7cd2119.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/49770/main/zoom/1937235_cc923d64d662e138110d699cc7cd2119.jpeg']"
"""De compras, bolsas de papel""",8750,Antonio Vázquez,85 x 120 cm,2015 • España • Óleo en Lienzo,"['https://www.singulart.com/images/artworks/v2/cropped/27335/main/zoom/1149385_174b20441a69ed41227e5d8fad3ec85a.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/27335/alts/zoom/alt_1149385_2303301c6fca47cd250c236f19bea821.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/27335/alts/zoom/alt_1149385_17a709792531ef8030089a9b60342fe3.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/27335/main/zoom/1149385_174b20441a69ed41227e5d8fad3ec85a.jpeg']"
